,port-name,country,vessel_type_main,count,count_max,utilization_count,dwt,dwt_max,utilization_dwt,tat_median,tat_mean,id,handling_base,congestion,handling
25,Acajutla,El Salvador,Container,4.028846153846154,7,0.5755494505494506,124482.81159821093,204535.0,0.608613741404703,28.351388888888952,29.303995624502797,port6,0.2942660764818918,1.4508740672013465,0.4269430192246648
26,Acajutla,El Salvador,Dry bulk,3.4615384615384617,9,0.38461538461538464,168510.88208810537,443847.0,0.37965984244143897,50.7776388888889,57.35074691358015,port6,0.3387791665198079,1.1094495512248808,0.37585839425974
27,Acajutla,El Salvador,General cargo,0.4423076923076923,2,0.22115384615384615,16540.445126602564,105945.0,0.1561229423436931,48.07513888888889,56.41169685990339,port6,0.338799285750217,1.0076107977004445,0.341377818575117
28,Acajutla,El Salvador,RoRo,0.7884615384615384,3,0.26282051282051283,16829.869302226565,179356.59580537234,0.09383468294909761,6.449722222222221,7.134834010840106,port6,0.338799285750217,1.0016524189561595,0.339359124112324
29,Acajutla,El Salvador,Tanker,2.423076923076923,6,0.4038461538461538,111861.25617067123,293617.5057333333,0.3809761134346835,20.241388888888892,25.50219025573192,port6,0.338799285750217,1.1105918789180438,0.37626773533742475
30,Acapulco,Mexico,RoRo,0.5865384615384616,3,0.1955128205128205,8845.75,47336.0,0.18687151428088558,13.243888888888874,14.336033697632057,port7,0.3235778808757488,1.0130514664157142,0.3278010467208666
31,Acapulco,Mexico,Tanker,1.4615384615384615,4,0.36538461538461536,70408.0,194556.0,0.3618906638705566,28.363055555555576,39.22720394736843,port7,0.3239793667936406,1.0947899148998386,0.35468934340131336
32,Ad Dakhla,Western Sahara,Container,0.057692307692307696,1,0.057692307692307696,796.5,13858.0,0.05747582623755232,71.73374999999999,65.33194444444445,port8,0.2822662229292904,1.000379739404567,0.28237341053671494
33,Ad Dakhla,Western Sahara,General cargo,0.1346153846153846,1,0.1346153846153846,992.1667532967033,13022.0,0.07619157988762888,63.181527777777774,59.57005952380954,port8,0.3159525870674942,1.00088460814315,0.3162320812988634
34,Ad Dakhla,Western Sahara,Tanker,0.9134615384615384,3,0.30448717948717946,6385.451923076923,19120.0,0.333967150788542,23.414999999999967,25.164619883040924,port8,0.3254505978472556,1.0744974230025863,0.3496958287015272
35,Aden,Yemen,Container,2.394230769230769,5,0.4788461538461538,81070.08370728769,180859.0,0.44825020434309426,91.95444444444443,93.24819053993751,port9,0.2818302546798226,1.1801322543809345,0.3325969738080519
36,Aden,Yemen,Dry bulk,2.480769230769231,6,0.4134615384615385,95078.4202704821,230106.0,0.41319400741606954,125.75138888888887,135.97034237726092,port9,0.3287614883874985,1.1410886371894522,0.3751459987444666
37,Aden,Yemen,General cargo,1.7019230769230769,5,0.3403846153846154,20380.662197359587,101203.0,0.20138397278103995,94.515,115.28270244821097,port9,0.338799285750217,1.0163344572259094,0.3443333881914726
38,Aden,Yemen,RoRo,0.17307692307692307,1,0.17307692307692307,2322.500379555861,28495.0,0.08150554060557505,19.095972222222223,72.07067901234568,port9,0.338799285750217,1.001082907577536,0.3391661740640197
39,Aden,Yemen,Tanker,1.0673076923076923,4,0.2668269230769231,36370.392393673,212767.81852786796,0.17093934902993457,31.114722222222227,56.72793543543542,port9,0.338799285750217,1.0099897848036419,0.34218381770648926
40,Agadir,Morocco,Container,5.028846153846154,11,0.4571678321678322,83213.26430613095,164804.69392727272,0.5049204747945616,23.908055555555567,25.754811451030378,port10,0.2947702369572245,1.2574535836683953,0.370659890820644
41,Agadir,Morocco,Dry bulk,1.4423076923076923,4,0.3605769230769231,60738.849742960374,200559.0,0.302847789144144,90.41652777777776,110.1940925925926,port10,0.338799285750217,1.0555524501538425,0.35762041618401336
42,Agadir,Morocco,General cargo,4.451923076923077,9,0.4946581196581196,45212.602521235865,374971.0,0.120576264621093,30.78388888888889,47.91860031197506,port10,0.338799285750217,1.0035060287442532,0.3399871257845897
43,Agadir,Morocco,RoRo,0.04807692307692308,2,0.02403846153846154,586.4963108974359,29990.0,0.01955639582852404,72.01027777777777,62.99272222222222,port10,0.338799285750217,1.0000149587895588,0.33880435377743523
44,Agadir,Morocco,Tanker,3.625,7,0.5178571428571429,34986.05663021353,93674.0,0.373487377823233,34.28027777777777,41.38973695844387,port10,0.338799285750217,1.1041976161746772,0.37410136368707286
